Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
13616278,"The Red Knight (The Traitor Son Cycle, #1)",Miles  Cameron,"Cameron, Miles",,"=""0575113294""","=""9780575113299""",0,4.10,Gollancz,Paperback,650,2012,2012,,2019/05/03,to-read,to-read (#119),to-read,,,,0,0
36692478,There There,Tommy Orange,"Orange, Tommy",,"=""""","=""""",0,3.97,Knopf,Hardcover,294,2018,2018,,2019/05/02,to-read,to-read (#118),to-read,,,,0,0
9329354,"The Way of Kings, Part 1 (The Stormlight Archive, #1, Part 1 of 2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0575097361""","=""9780575097360""",0,4.61,Gollancz,Paperback,594,2011,2010,,2019/05/01,to-read,to-read (#117),to-read,,,,0,0
17567767,I Just Want to Pee Alone: A Collection of Humorous Essays by Kick Ass Mom Bloggers,Stacey Hatton,"Hatton, Stacey","Robyn Welling, Susan McLean, Karen Alpert, Julianna W. Miner, Anna Luther, Keesha Beckford, Brenna Jennings, Nicole Leigh Shaw, J.D. Bailey, Stephanie  Giese, Suzanne Fleet, Patti Ford, Kerry Rossow, Kim Bongiorno, Amy Bozza, Jen Mann, Tara of You Know it Happens at Your House Too, Teri Biebel, Meredith Spidel, Bethany Thies, Bethany  Meyer, Amy Flory, Michelle  Newman, Rebecca   Gallagher","=""0988408031""","=""9780988408036""",0,3.76, @throat_punch Books,Paperback,204,2013,2013,,2019/04/30,to-read,to-read (#116),to-read,,,,0,0
41716930,"Children of Ruin (Children of Time, #2)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""031645253X""","=""9780316452533""",0,4.05,Orbit,Paperback,597,2019,2019,,2019/04/30,to-read,to-read (#115),to-read,,,,0,0
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",5,4.00,Alfred A. Knopf,Hardcover,241,2006,2006,,2018/08/15,,,read,Brutal. Sparce. Beautiful flashes of colour and love admist unrelentingly greyness and horror.,,,1,0
33775602,The Cold War: A World History,Odd Arne Westad,"Westad, Odd Arne",,"=""0465054935""","=""9780465054930""",5,4.31,Basic Books,Hardcover,710,2017,2017,2019/01/04,2018/12/17,,,read,"Genuinely brilliant history book. Enormous subject approached in a balanced, expansive and illuminating manner. <br/><br/>I learned so much on a subject that I am already familiar with. The great writing is demonstrated by detailing the at times brutal aspects of the conflict, showing the human suffering caused by callous or simply poor decisions made on all sides. Yet, made me laugh out loud several times! Don't say that for many world histories! The laughable hypocrisy displayed by all parties helped with that.<br/><br/>The focus on often overlooked geographical areas (the rest of Asia, South America, Africa), and importance of lesser celebrated characters (Brezhnev) stood out in particular. <br/><br/>Incisive on human psychology, the structure of societies, and the importance of historical context. Mandatory reading for understanding today!",,,1,0
28116739,Other Minds,Peter Godfrey-Smith,"Godfrey-Smith, Peter",,"=""0374227764""","=""9780374227760""",5,3.88,"Farrar, Straus and Giroux",Hardcover,257,2016,2016,2018/10/20,2018/02/25,,,read,"There's a famous, if a little unfair, Stuart Sutherland quote ""Consciousness is a fascinating but elusive phenomenon; it is impossible to specify what it is, what it does, or why it evolved. Nothing worth reading has been written about it."" This book refutes at least the final sentence. <br/><br/>Truly fascinating on multiple subjects, the book approaches big questions from a novel angle. The writing on general evolution, cephalopods, and consciousness is exemplary, explaining difficult subjects clearly without dumbing down concepts or getting tied up in arcane jargon. <br/><br/>Well paced and with quite the twist towards the end (terms you usually here for novels) could not recommended strongly enough for anyone interested in intelligence, evolution, the mind, and the wonders of our fragile planet.",,,2,0
32051912,The Alice Network,Kate Quinn,"Quinn, Kate",,"=""0062654195""","=""9780062654199""",0,4.32,William Morrow Paperbacks,Paperback,503,2017,2017,,2019/04/27,to-read,to-read (#114),to-read,,,,0,0
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,"=""0140449264""","=""9780140449266""",0,4.33,Penguin Classics,Paperback,1276,2003,1844,,2019/04/26,to-read,to-read (#113),to-read,,,,0,0
1280533,The Dream of Rome,Boris Johnson,"Johnson, Boris",,"=""0007224451""","=""9780007224456""",3,3.98,HarperPerennial,Paperback,304,2007,2006,,2019/04/25,,,read,,,,1,0
10746542,The Sense of an Ending,Julian Barnes,"Barnes, Julian",,"=""0224094157""","=""9780224094153""",0,3.74,Jonathan Cape,Hardcover,150,2011,2011,,2019/04/25,to-read,to-read (#112),to-read,,,,0,0
68428,"Mistborn: The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""9780765311788""",0,4.49,Tor Books,Hardcover,541,2006,2006,,2019/04/23,to-read,to-read (#111),to-read,,,,0,0
3972,"Olympos (Ilium, #2)",Dan Simmons,"Simmons, Dan",,"=""0380817934""","=""9780380817931""",0,3.95,Harper Voyager,Mass Market Paperback,891,2006,2005,,2019/04/23,to-read,to-read (#110),to-read,,,,0,0
3973,"Ilium (Ilium, #1)",Dan Simmons,"Simmons, Dan",,"=""0380817926""","=""9780380817924""",0,4.04,HarperTorch,Mass Market Paperback,731,2005,2003,,2019/04/23,to-read,to-read (#109),to-read,,,,0,0
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan",,"=""0553283685""","=""9780553283686""",5,4.27,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,500,1990,1989,2019/01/27,2018/08/15,,,read,"Wow wow wow. Best sci-fi book I've ever read, maybe best fiction book too. Absolutely off the wall. <br/>Mysterious, weird, varied, smart and very funny.<br/>The familiar structure of several, seemingly independent, back stories told by the participants of a pilgrimage aids a stunning universe-building epic. Several of the stories would independently qualify as short form classics.<br/>Great 'science' giving us mind bending time problems, alt-humans, awesome future tech, and even new drugs.<br/>Fabulous writing, deep and complex characters. Touching. <br/>Super interesting history. As vividly brilliant during a visit to the battle of Agincourt as to future space battles. <br/>Philosophical and wise on religion, war, humanity, technology, AI, environmental destruction, poetry and politics. <br/>Exciting and pulsating moments of tension and action. All of that without even mentioning THE SHRIKE!!!",,,1,0
20174424,"City of Stairs (The Divine Cities, #1)",Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""080413717X""","=""9780804137171""",0,4.10,Del Rey,Paperback,452,2014,2014,,2019/04/20,to-read,to-read (#108),to-read,,,,0,0
39644171,How History Gets Things Wrong: The Neuroscience of Our Addiction to Stories,Alex Rosenberg,"Rosenberg, Alex",,"=""0262038579""","=""9780262038577""",0,3.31,The MIT Press,Hardcover,296,2018,,,2019/04/18,to-read,to-read (#107),to-read,,,,0,0
7108725,Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,"Sinek, Simon",,"=""1591842808""","=""9781591842804""",3,4.10,Portfolio,Hardcover,256,2009,2009,2019/04/16,2019/04/10,,,read,"Decent enough leadership/business book - some good points, some nice stories. There is some wisdom in here. Only a few hard cases (repeated many times) to back up those points, and there are literally thousands of counter examples. Several reviews mention a TED talk that covers the jist, I'm sure it does!",,,1,0
968868,The Book of the New Sun,Gene Wolfe,"Wolfe, Gene",,"=""1568658079""","=""9781568658070""",0,4.23,SFBC,Hardcover,950,1998,1983,,2019/04/16,to-read,to-read (#106),to-read,,,,0,0
42193366,"Beneath the World, a Sea",Chris Beckett,"Beckett, Chris",,"=""1786491559""","=""9781786491558""",0,3.68,Corvus,Hardcover,279,2019,2019,,2019/04/13,to-read,to-read (#105),to-read,,,,0,0
33267485,From the Wreck,Jane Rawson,"Rawson, Jane",,"=""0995359458""","=""9780995359451""",0,3.53,Transit Lounge,Paperback,267,2017,2017,,2019/04/13,to-read,to-read (#104),to-read,,,,0,0
23602561,"The Cartel (Power of the Dog, #2)",Don Winslow,"Winslow, Don",,"=""1101874996""","=""9781101874998""",0,4.36,Knopf,Hardcover,616,2015,2015,,2019/04/12,to-read,to-read (#103),to-read,,,,0,0
35068612,The Rise and Fall of the Dinosaurs: A New History of a Lost World,Steve Brusatte,"Brusatte, Steve",,"=""0062490451""","=""9780062490452""",3,4.21,William Morrow,ebook,416,2018,2018,2019/04/10,2019/03/12,,,read,"4* good on dinosaurs, 2* bad on authors life and times. 3* seems fair.<br/><br/>Nice book on the rise and fall of the dinosaurs, I learned a lot and it rekindled memories of lost school boy days researching these magnificent beasts. Strong on the evolution of the group and sub groups. Clear and insightful writing on these topics. Great on the last day of the dinosaurs and what happened next too. Eye opening on birds.<br/><br/>However, the authors personal history hits the book hard. I don't mind his clear passion or the at times amusing stories. <br/><br/>But his hero worshiping starts as a mild distraction and grows into a roaring T-rex chomping into the text. Cringewothy. All his idols and friends are the most brilliant superstars to have ever graced the face of the earth, many with superhuman abilities and 'cool' side stories, like a band of X-Men Dino nerds with drinking problems (absinth apparently) <br/><br/>He calls a group of them the 'rat pack'. Consistently. And without irony.<br/><br/>I even feel it leads to a serious error or oversight. The work runs through a few Dino superstars as expected, with T-rex getting a chapter. He clearly wants to emulate one of his science hero's who wrote a pop book on dinosaurs an T-rex in particular. He is at pains to label him the king, enjoying his 'reign' as the largest purley mean eating dinosaur ever. But Google says different. And he does not mention these 'pretenders to the crown' if I may. Suspicious. <br/><br/>The author is more balanced and scientific on the controversy surrounding the last day of the dinosaurs, where I feel he is much closer to the truth and has little need to be. The evidence is with him.<br/><br/>Lost count of the number of times he tells us where he did his various degrees and what god-like superstar advised him.<br/><br/>Recommended 'The day the dinosaurs died' in the New Yorker for an even better story and better writing.",,,1,0
40861556,Treasures of the Thunder Dragon [Paperback] Ashi Dorji Wangmo Wangchuck,Ashi Dorji Wangmo Wangchuck,"Wangchuck, Ashi Dorji Wangmo",,"=""014344221X""","=""9780143442219""",4,3.92,PRH,Paperback,232,2018,2018,,2019/04/06,,,read,,,,1,0
21460135,Flash Boys,Michael   Lewis,"Lewis, Michael",,"=""""","=""""",0,4.14,Penguin,Kindle Edition,290,2014,2014,,2019/04/06,to-read,to-read (#102),to-read,,,,0,0
21840911,The Truth About the Harry Quebert Affair,Joël Dicker,"Dicker, Joël",,"=""0857053108""","=""9780857053107""",0,4.20,Maclehose Press,Paperback,615,2014,2012,,2019/04/06,to-read,to-read (#101),to-read,,,,0,0
4492117,The Doors of Perception and Heaven and Hell (P.S.),Aldous Huxley,"Huxley, Aldous",,"=""0061729078""","=""9780061729072""",0,3.90,Harper Perennial Modern Classics,Paperback,210,2009,1956,,2019/04/04,to-read,to-read (#99),to-read,,,,0,0
61663,Pale Blue Dot: A Vision of the Human Future in Space,Carl Sagan,"Sagan, Carl",,"=""0345376595""","=""9780345376596""",5,4.34,Ballantine Books,Paperback,384,1997,1994,2019/04/02,2019/02/10,,,read,"Disclaimer - I consider Carl Sagan an outstanding scientist, visionary human, and personal hero. I was always going to like this book! <br/>So I'll start with minor quibbles that I think Mr Sagan would approve of. It's a book from the 90s, some of the science and history is of course dated to that time. In some aspects we are behind his optimistic curve, others ahead in surprising ways - the commercialisation of space exploration for example. <br/>However, the tempered sense of awe and hope that pervades his absolutely beautiful prose outshines these minor points. What an exquisite writer to add to everything else. The book will be worth reading in a hundred years for both content and form. <br/>Content ranges from excellent arguments that all children should study against the central place of humans in the universe, to how our species may expand out of the solar system. Thoughtful, realistic, illuminating, wonderous, funny, yet acerbic to human stupidity and shortsighted government spending! <br/>Contains the famous pale blue dot paragraph, I'm clearly not alone in judging it among the most beautiful and meaningful passages ever assembled. There are others in there too.",,,1,0
40873920,The Lost City of the Monkey God,Douglas Preston,"Preston, Douglas",,"=""""","=""""",0,3.93,Grand Central Publishing,Kindle Edition,326,2017,2017,,2019/04/02,to-read,to-read (#98),to-read,,,,0,0
